rotten_tomatoes_link,review_content,movie_title,movie_info,id
m/1018989-silent_night_deadly_night,Witless even by slasher-film standards.,"Silent Night, Deadly Night","An orphan raised by nuns (Lilyan Chauvin, Gilmer McCormick) grows up to be a killer toy-store Santa Claus.",40012
m/10008856-badland,"Some good performances. But, the overall disturbing atmosphere of the film is more than I prefer. That said, I appreciate the effort to raise awareness of PTSD.",Badland,Home from Iraq a soldier cannot cope with daily life.,5140
m/10008856-badland,"The raw material would seem to be in place for a strong, moving contemporary tragedy, but scene after endless scene fails to come to life.",Badland,Home from Iraq a soldier cannot cope with daily life.,5134
m/1005875-dinner_at_eight,,Dinner at Eight,"In this comedic drama, an ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver (Lionel Barrymore), contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard (Wallace Beery) and his sultry spouse, Kitty (Jean Harlow), contend with their own entanglements, leading to revelations at the much-anticipated dinner.",38826
m/1010979-jazz_singer,"The third and, one hopes, final remake of THE Jazz Singer is the least interesting attempt so far.",The Jazz Singer,"Jess Robin (Neil Diamond) dreams of a career in popular music, but his father, Cantor Rabinovitch (Laurence Olivier), forbids it, insisting Jess live as a traditional Jew and inherit his position at the synagogue. With the help of friend and professional musician Bubba (Franklin Ajaye), Jess gets a chance to go to Los Angeles and have famous singer Keith Lennox (Paul Nicholas) record one of his songs. Defying both his father and his wife, Jess leaves New York to pursue his dreams.",6836
m/1013772-meteor,bond saves the world yet again,Meteor,"In this disaster movie, Americans and Soviets must put aside their differences to save civilization from a huge meteor bearing down on the planet. Paul Bradley (Sean Connery) enlists the expertise of fellow scientist Alexei Dubov (Brian Keith), who is joined by his beautiful assistant, Tatiana Donskaya (Natalie Wood). Although Paul and Tatiana are attracted to each other, they wisely focus on taking out the meteor, which may still cause massive destruction even if it is partially damaged.",3652
m/10008126-straightheads,Where's Mulder when you need him.,Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96286
m/1078030-hoodlum,,Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17336
m/10009176-black_water,A barely disguised B-movie - but one that bites deep.,Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57678
m/24_exposures,"24 Exposures isn't entirely successful, though it is packed with ideas, alternately following and subverting conventions in a way that recalls Larry Cohen's 1980s output-specifically Cohen's snuff-film-themed Special Effects.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54927
m/10010155-forever_strong,,Forever Strong,A troubled rugby player (Sean Faris) leads his team against his father's (Neal McDonough) in the national championship.,30811
m/1005875-dinner_at_eight,The dinner party that closes Dinner at Eight wouldn't feel like dancing at the end of the world without Renault's final gesture.,Dinner at Eight,"In this comedic drama, an ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver (Lionel Barrymore), contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard (Wallace Beery) and his sultry spouse, Kitty (Jean Harlow), contend with their own entanglements, leading to revelations at the much-anticipated dinner.",38833
m/after_the_thin_man,"The script is tight, the direction is swift and arresting, and the cast is tops -- MGM surrounded its two quipping stars with the best character actors on the lot.",After the Thin Man,"Recently returned home from vacation, private detective Nick Charles (William Powell) and his socialite wife, Nora (Myrna Loy), are back on the case when Nora's cousin, Selma (Elissa Landi), reports her husband Robert (Alan Marshal) missing. As the duo search for the disreputable Robert, Selma's friend David Graham (James Stewart), who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder.",49089
m/1019017-silver_streak,"The beginning of the perfectly splendid comic duo of Wilder and Pryor. And man, do I ever miss them.",Silver Streak,"While on a cross-country train ride, overworked book editor George Caldwell (Gene Wilder) begins an unexpected romance with an enigmatic woman named Hilly Burns (Jill Clayburgh). His vacation is interrupted, however, when he witnesses a murder for which he is then accused. The true villains kidnap Hilly and eject Caldwell from the moving train. Desperate, Caldwell teams up with car thief Grover Muldoon (Richard Pryor), and together they must save Hilly while avoiding the police.",16234
m/1019017-silver_streak,,Silver Streak,"While on a cross-country train ride, overworked book editor George Caldwell (Gene Wilder) begins an unexpected romance with an enigmatic woman named Hilly Burns (Jill Clayburgh). His vacation is interrupted, however, when he witnesses a murder for which he is then accused. The true villains kidnap Hilly and eject Caldwell from the moving train. Desperate, Caldwell teams up with car thief Grover Muldoon (Richard Pryor), and together they must save Hilly while avoiding the police.",16232
m/1015095-nighthawks,,Nighthawks,"Fresh from mounting a devastating bomb attack in London, an international terrorist arrives in New York and remains intent upon wreaking further havoc. His preparation is clinical and thorough but he overlooks one thing - the grit and steely determination of one New York cop.",56901
m/1005875-dinner_at_eight,,Dinner at Eight,"In this comedic drama, an ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver (Lionel Barrymore), contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard (Wallace Beery) and his sultry spouse, Kitty (Jean Harlow), contend with their own entanglements, leading to revelations at the much-anticipated dinner.",38824
m/1128319-american_gun,"There isn't a false moment on screen for Coburn, who can do no wrong.",American Gun,A distraught man (James Coburn) embarks on a cross-country odyssey to track the weapon used to kill his daughter (Virginia Madsen).,42724
m/albino_alligator,,Albino Alligator,"When a robbery in New Orleans ends in disaster, the mercurial burglar Dova (Matt Dillon) escapes with his cohorts to a seedy, nearby bar. Capturing all those inside, the criminals trade barbs with the establishment's feisty bartender Janet Boudreaux (Faye Dunaway). The pub becomes highly volatile, however, when the police encircle it; as it turns out, they were already there surveilling another of the bar's patrons, a suspected illicit arms trafficker named Guy Foucard (Viggo Mortensen).",28506
m/after_the_thin_man,Worthy successor to The Thin Man.,After the Thin Man,"Recently returned home from vacation, private detective Nick Charles (William Powell) and his socialite wife, Nora (Myrna Loy), are back on the case when Nora's cousin, Selma (Elissa Landi), reports her husband Robert (Alan Marshal) missing. As the duo search for the disreputable Robert, Selma's friend David Graham (James Stewart), who secretly pines for her, aids the investigation. When the three begin to unravel Robert's secret life, the missing persons case turns into one of murder.",49091
m/1213735-death_in_love,It's not as if we learn anything or feel any insight or catharsis from watching his characters destroy themselves and others.,Death in Love,Two sons struggle to deal with their mother's affair with the Nazi doctor who experimented on them.,72160
m/1013884-mighty_joe_young,,Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56881
m/10009176-black_water,Australian film-makers Andrew Traucki and David Nerlich have done a great job in making the world's most deadly reptile as scary as a shark.,Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57668
m/10008126-straightheads,Straightheads is as shallow as a puddle and forgoes anything approaching realism in favour of OTT violence and needless gore.,Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96295
m/24_redemption,"Welcome back, Jack.",24: Redemption,Jack Bauer (Kiefer Sutherland) tries to prevent an African warlord from recruiting children for his militia.,42812
m/1010979-jazz_singer,"The protagonist manages to get through his dilemma between a profane love and home, with the help of Laurence Olivier, at the helm of the veteran Richard Fleischer, and under the umbrella of a soundtrack that will please its fans. [Full Review in Spanish]",The Jazz Singer,"Jess Robin (Neil Diamond) dreams of a career in popular music, but his father, Cantor Rabinovitch (Laurence Olivier), forbids it, insisting Jess live as a traditional Jew and inherit his position at the synagogue. With the help of friend and professional musician Bubba (Franklin Ajaye), Jess gets a chance to go to Los Angeles and have famous singer Keith Lennox (Paul Nicholas) record one of his songs. Defying both his father and his wife, Jess leaves New York to pursue his dreams.",6839
m/aparajito,"It is done with such rare feeling and skill at pictorial imagery, and with such sympathetic understanding of Indian character on the part of Mr. Ray, that it develops a sort of hypnotism for the serene and tolerant viewer.",Aparajito,"The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",651
m/1020897-tarzan_the_ape_man,"The scriptwriters only bothered to put together a boring adventure, where the only good thing is the professional work of Richard Harris. [Full Review in Spanish]","Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20078
m/1079452-assignment,"The assignment, should you choose to accept it, does pay off in potent thrills.",The Assignment,"Annibal Ramirez (Aidan Quinn) is an American naval officer who looks remarkably like notorious international assassin Carlos Sanchez (also Quinn). Veteran CIA agent Jack Shaw (Donald Sutherland) has a vendetta against Sanchez and recruits Ramirez to impersonate the fugitive. Along with Mossad operative Amos (Ben Kingsley), Shaw begins training Ramirez to become Sanchez, but the mission proves to be incredibly perilous, and the American soon wonders if it's worth the risk.",40779
m/1034067-switch,,Switch,"Steve Brooks (Perry King), a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil (Bruce Martyn Payne). But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks (Ellen Barkin).",2429
m/1011626-king_of_kings,"Director Nicholas Ray has brooded long and wisely upon the meaning of his meanings, has planted plenty of symbols along the path, yet avoided the banalities of religious calendar art.",King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.",51881
m/1049883-alice,Svankmajer's surrealist adaptation is a welcome antidote to the cute and cuddly Disneyfication of Carroll's iconic tale.,Alice (Neco z Alenky),"In Czech director Jan Svankmajer's surreal adaptation of Lewis Carroll's classic children's book, Alice (Kristyna Kohoutova) follows her stuffed rabbit through a portal inside her dresser to be whisked away to Wonderland. While the White Rabbit, Mad Hatter and Cheshire Cat are still present, the familiar magical world and bizarre characters have undergone an unsettling transformation in the director's vision through the stop-motion animation of dead animals, puppets and other assorted objects.",99005
m/24_redemption,A serviceable although not exceptional place-setter.,24: Redemption,Jack Bauer (Kiefer Sutherland) tries to prevent an African warlord from recruiting children for his militia.,42811
m/1034067-switch,,Switch,"Steve Brooks (Perry King), a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil (Bruce Martyn Payne). But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks (Ellen Barkin).",2426
m/armstrong_2019,This retelling of the Neil Armstrong story has been eclipsed by superior studies of his historic lunar mission.,Armstrong,Interviews and never-before-seen footage highlight the incredible life of astronaut Neil Armstrong -- from his near-death experiences as a fighter pilot and test pilot to his historic Apollo 11 mission to the moon.,33465
m/1078030-hoodlum,,Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17329
m/a_night_in_old_mexico,Robert Duvall's excellent performance as a cantankerous rancher makes A Night In Old Mexico a night to remember.,A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11106
m/1032750-hidden_agenda,"Made in 1990, it feels and looks like it's from 1980. Frances McDormand is an especially snoozy disappointment in a woefully miscast role.",Hidden Agenda,"""In Ireland, American lawyer Ingrid Jessner (Frances McDormand) and her activist partner, Paul Sullivan (Brad Dourif), struggle to uncover atrocities committed by the British government against the Northern Irish during the """"Troubles."""" But when Sullivan is assassinated in the streets",67407
m/aleksandr-nevskiy-alexander-nevsky,,Aleksandr Nevskiy (Alexander Nevsky),"When German knights invade Russia, Prince Alexander Nevsky (Nikolai Cherkasov) must rally his people to resist the formidable force. After the Teutonic soldiers take over an eastern Russian city, Alexander stages his stand at Novgorod, where a major battle is fought on the ice of frozen Lake Chudskoe. While Alexander leads his outnumbered troops, two of their number, Vasili (Nikolai Okhlopkov) and Gavrilo (Andrei Abrikosov), begin a contest of bravery to win the hand of a local maiden.",96865
m/1037780-man_in_the_moon,"Beautifully filmed, with Mulligan's special gifts for depicting country life and the South.",The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55912
m/10007886-the_tigers_tail,"As tigers go, it's all growl and no teeth.",The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10473
m/1034067-switch,,Switch,"Steve Brooks (Perry King), a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil (Bruce Martyn Payne). But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks (Ellen Barkin).",2436
m/1011626-king_of_kings,Perfect for Easter TV.,King of Kings,"In this reenactment of the life of Jesus Christ, when word spreads throughout Judea that the son of God is to be born in Bethlehem, King Herod demands that all infants be killed. Mary (Siobhan McKenna) steals away with her young son, Jesus, who grows up preaching, performing miracles and acquiring devotees. One of Jesus' (Jeffrey Hunter) followers, Judas (Rip Torn), betrays him, and he is sentenced to crucifixion. But Jesus has always known of his fate and has prepared himself for death.",51873
m/1032182-white_fang,Boasts enough nature footage and a strong central performance by Ethan Hawke to win over small fry,White Fang,"This adaptation of Jack London's wilderness tale focuses on young Jack Conroy (Ethan Hawke), who has arrived in Alaska to search for a gold mine. When Jack encounters White Fang, a dog/wolf hybrid who has been cruelly treated by his owner, Beauty Smith (James Remar), he rescues the canine from the jaws of death during a fight with a fierce bulldog. Aided by his friend Alex Larson (Klaus Maria Brandauer), Jack nurses White Fang back to health, and the animal becomes a close companion to the men.",97262
m/10009176-black_water,"...the indie-stylings of Black Water help distinguish it as a unique entry in the creature feature horrors. It may be the smallest of the Aussie croc flicks, but it's no less effective.",Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57681
m/1078030-hoodlum,"This slow-going, talky film is in a constant struggle to hold the audience's interest.",Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17342
m/24_redemption,"24: Redemption amounted to: a sweaty, very extended and occasionally rather soupy trailer for the new series that begins in January.",24: Redemption,Jack Bauer (Kiefer Sutherland) tries to prevent an African warlord from recruiting children for his militia.,42809
m/10009176-black_water,"Short, sharp and refreshingly nasty, it's a light antidote to all those heavy Oscar hopefuls clogging up the multiplex.",Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57675
m/1018009-running_scared,,Running Scared,"Ray and Danny (Gregory Hines, Billy Crystal) are two Chicago police detectives hot on the trail of drug kingpin Julio Gonzales (Jimmy Smits). They manage to nab the drug lord, but the bust is messy, and the two are suspended. While vacationing in Key West, Fla., they decide to retire from the police force and open up a bar. But when they return to Chicago and find out that Gonzales has been released on bail, they vow not to quit the force until the dangerous dealer is behind bars for good.",9803
m/1020897-tarzan_the_ape_man,This opus will disappoint both Tarzan fans and Bo admirers.,"Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20075
m/aleksandr-nevskiy-alexander-nevsky,,Aleksandr Nevskiy (Alexander Nevsky),"When German knights invade Russia, Prince Alexander Nevsky (Nikolai Cherkasov) must rally his people to resist the formidable force. After the Teutonic soldiers take over an eastern Russian city, Alexander stages his stand at Novgorod, where a major battle is fought on the ice of frozen Lake Chudskoe. While Alexander leads his outnumbered troops, two of their number, Vasili (Nikolai Okhlopkov) and Gavrilo (Andrei Abrikosov), begin a contest of bravery to win the hand of a local maiden.",96859
m/24_redemption,"Luckily for President Taylor, Bauer is always in the right place at the right time with guns blazing against long odds.",24: Redemption,Jack Bauer (Kiefer Sutherland) tries to prevent an African warlord from recruiting children for his militia.,42814
m/1013884-mighty_joe_young,Though in the shadows of Kong it still brings back fond memories of how to make a special effect film back in the old days.,Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56892
m/a_score_to_settle,"At second glance, A Score to Settle reveals itself as a swarm of cliches that ring louder than bullets.",A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7578
m/albino_alligator,,Albino Alligator,"When a robbery in New Orleans ends in disaster, the mercurial burglar Dova (Matt Dillon) escapes with his cohorts to a seedy, nearby bar. Capturing all those inside, the criminals trade barbs with the establishment's feisty bartender Janet Boudreaux (Faye Dunaway). The pub becomes highly volatile, however, when the police encircle it; as it turns out, they were already there surveilling another of the bar's patrons, a suspected illicit arms trafficker named Guy Foucard (Viggo Mortensen).",28497
m/1078030-hoodlum,,Hoodlum,"Having just been released from jail, Bumpy Johnson (Laurence Fishburne) returns to his criminal ways as a linchpin in the African-American-run numbers racket. However, Bumpy's longtime friend Illinois Gordon (Chi McBride) and girlfriend Francine Hughes (Vanessa Williams) are both eager to get him back on the straight and narrow. But a brewing rivalry with Mafia boss Lucky Luciano (Andy Garcia) and his henchman Dutch Schultz (Tim Roth) threatens to raise the stakes to dangerous new levels.",17341
m/1007990-funny_farm,,Funny Farm,"Former sportswriter Andy Farmer (Chevy Chase) and his secretly aspiring author wife, Elizabeth (Madolyn Smith), move to a small farm in Vermont so Andy can focus on writing a novel. They quickly realize that the locals are not as welcoming as they'd like and that the farm is more distracting than inspiring. Having trouble with his manuscript, and with his marriage on the rocks, Andy is forced to take hilariously drastic measures in an attempt to get his life back on track.",18983
m/24_exposures,"Improvised dialogue can work wonderfully if the actors have a solid feel for their characters, but everyone here seems rushed and uncomfortable.",24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54926
m/1015095-nighthawks,One of Stallone's better non-Rocky efforts,Nighthawks,"Fresh from mounting a devastating bomb attack in London, an international terrorist arrives in New York and remains intent upon wreaking further havoc. His preparation is clinical and thorough but he overlooks one thing - the grit and steely determination of one New York cop.",56899
m/10009176-black_water,"Watchable crocky horror flick that makes the most of its low budget and simple set-up, though the characters aren't especially engaging and you keep hoping they'll get eaten.",Black Water,"In the swamps of Northern Australia, a killer crocodile stalks a pregnant woman, her boyfriend and her sister.",57666
m/1001138-april_fools_day,Stupid,April Fool's Day,"When a group of college students decides to spend spring break at the secluded island estate of their wealthy classmate, Muffy St. John (Deborah Foreman), what starts out as a fun, hedonistic weekend turns into something more sinister. Muffy is very fond of practical jokes, and sets up numerous gags throughout her mansion. But, when friends begin going missing and turn up dead, they realize that they're trapped on the isolated isle with a mysterious and brutal killer.",64565
m/a_brighter_summer_day_1991,A burning indictment on defining a national identity forged from those left in the dust of modern history.,A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",10109
m/1128319-american_gun,"Contrived, pedantic and ultimately a tedious bore.",American Gun,A distraught man (James Coburn) embarks on a cross-country odyssey to track the weapon used to kill his daughter (Virginia Madsen).,42731
m/1015095-nighthawks,A thoroughly entertaining product of what now seems a more innocent time.,Nighthawks,"Fresh from mounting a devastating bomb attack in London, an international terrorist arrives in New York and remains intent upon wreaking further havoc. His preparation is clinical and thorough but he overlooks one thing - the grit and steely determination of one New York cop.",56916
m/10008830-bill,"Discovering your real self is the theme of Meet Bill, in which Bill has to work hard to finally meet himself",Meet Bill,A mild-mannered bank executive (Aaron Eckhart) mentors a teenage con artist and tries to make a career change as a doughnut merchant.,87707
m/aparajito,each tightly constructed story flows naturally like the Ganges River without artificial contrivances,Aparajito,"The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",650
m/10007886-the_tigers_tail,"John Boorman's tale of doppelgngers in Dublin would like very much to spook us, but keeps tripping over its loose script and bizarre plot lines.",The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10471
m/1019017-silver_streak,flashes of genius,Silver Streak,"While on a cross-country train ride, overworked book editor George Caldwell (Gene Wilder) begins an unexpected romance with an enigmatic woman named Hilly Burns (Jill Clayburgh). His vacation is interrupted, however, when he witnesses a murder for which he is then accused. The true villains kidnap Hilly and eject Caldwell from the moving train. Desperate, Caldwell teams up with car thief Grover Muldoon (Richard Pryor), and together they must save Hilly while avoiding the police.",16240
m/1007990-funny_farm,,Funny Farm,"Former sportswriter Andy Farmer (Chevy Chase) and his secretly aspiring author wife, Elizabeth (Madolyn Smith), move to a small farm in Vermont so Andy can focus on writing a novel. They quickly realize that the locals are not as welcoming as they'd like and that the farm is more distracting than inspiring. Having trouble with his manuscript, and with his marriage on the rocks, Andy is forced to take hilariously drastic measures in an attempt to get his life back on track.",18976
m/1013884-mighty_joe_young,"""An entertaining """"friendlier"""" version of King Kong.""",Mighty Joe Young,"Jill Young (Terry Moore) has raised Joe, her gentle pet gorilla, since he was a baby. When a Hollywood, Calif., nightclub owner (Robert Armstrong) travels to Africa and notices the amazing animal, he pursuades Jill to send Joe to Hollywood. But Joe grows restless performing for crowds and finally breaks free from captivity, wreaking havoc on the city. To save Joe from the authorities, who want him dead, Jill must create an elaborate plan to send him back to Africa.",56879
m/1079452-assignment,"Like for most action pics, character development is the first casualty.",The Assignment,"Annibal Ramirez (Aidan Quinn) is an American naval officer who looks remarkably like notorious international assassin Carlos Sanchez (also Quinn). Veteran CIA agent Jack Shaw (Donald Sutherland) has a vendetta against Sanchez and recruits Ramirez to impersonate the fugitive. Along with Mossad operative Amos (Ben Kingsley), Shaw begins training Ramirez to become Sanchez, but the mission proves to be incredibly perilous, and the American soon wonders if it's worth the risk.",40789
m/alexandras-project,It's a contrived -- though carefully crafted -- bit of movie gamesmanship that sometimes seems like a claustrophobic stunt.,Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11774
m/aparajito,"Ray is a masterful storyteller, whose slow pace is too much for some, but rewards those willing to be drawn into his world.",Aparajito,"The second part of Satyajit Ray's famous Apu trilogy, this Indian drama focuses on young Apu, who lives with his mother, Sarbajaya (Kanu Bandyopadhyay), and father, Harihar (Pinaki Sengupta), near the Ganges River. When Harihar dies suddenly, Apu and Sarbajaya move to a small village to be near relatives. Eventually, she reluctantly allows her son (now played by Smaran Ghosal) to attend school in Calcutta. As Apu acclimates to life in the city, Sarbajaya struggles with his absence.",647
m/1004463-college,,College,"Brilliant in his studies and dismissive of athletics, Ronald (Buster Keaton) finishes high school at the top of his class. But in college his uptight attitude doesn't win him any points with his sports-loving classmates, and pretty coed Mary (Anne Cornwall) ignores him in favor of brutish jock Jeff (Harold Goodwin). Hoping to impress Mary, Ronald makes a buffoon of himself at every sport imaginable, usually at Jeff's hand. But Ronald gets a final shot at glory in a big rowing race.",18957
m/1128319-american_gun,"[It's] what happens when a director makes a movie based on what he imagines to be true, instead of what's actually so.",American Gun,A distraught man (James Coburn) embarks on a cross-country odyssey to track the weapon used to kill his daughter (Virginia Madsen).,42735
m/1034067-switch,,Switch,"Steve Brooks (Perry King), a sexist womanizer, is killed by a group of his angry former lovers. In heaven, he makes a bargain with God for redemption and agrees to return to Earth. Once there, he must have a sincere relationship with a female and make her fall in love with him. If not, Steve's soul will become the property of the devil (Bruce Martyn Payne). But the devil hedges his bet, and Steve is reincarnated as a woman named Amanda Brooks (Ellen Barkin).",2424
m/a_night_in_old_mexico,"Unfortunately, there's a clichd bag-of-money plot surrounding Red's hell-with-old-age night out, which would have made a more unique movie on its own.",A Night In Old Mexico,"After traveling to Mexico with his grandson (Jeremy Irvine), a rancher (Robert Duvall) finds stolen money from a drug deal.",11110
m/1015095-nighthawks,Criminally underseen yet solid gold.,Nighthawks,"Fresh from mounting a devastating bomb attack in London, an international terrorist arrives in New York and remains intent upon wreaking further havoc. His preparation is clinical and thorough but he overlooks one thing - the grit and steely determination of one New York cop.",56914
m/1076620-anna_karenina,This version manages to be both the most pretentious and anaemic yet.,Anna Karenina,"Tolstoy's tragic Anna (Sophie Marceau) leaves her old, cold husband for dashing Count Vronsky (Sean Bean) in 19th-century Russia.",10839
m/24_exposures,24 Exposures has a handful of interesting ideas-and a lot of cute topless girls-but it doesn't add up to much.,24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54930
